experiment	replicates	color
perichondrium	18251_A4,18251_A8,18252_B2,18252_B4,18252_B5,18252_B9,18253_C10,18253_C12,18253_C3,18253_C5,18253_C6,18253_C7,18253_C9,18254_D1,18254_D11,18254_D4,18254_D7,18254_D8,18255_E1,18255_E6,18256_F4,18256_F5,18256_F6,18256_F9,18257_G2,18257_G5,18257_G8,18267_E5,18270_A9,18271_B1,18271_B12,18273_D12,18273_D3,18273_D9,18274_E8,18275_F4,18276_G4,18311_A1,18311_A12,18311_A2,18311_A8,18312_B1,18312_B5,18312_B9,18313_C3,18313_C4,18313_C5,18313_C6,18314_D11,18314_D2,18315_E2,18316_F10,18316_F9,18317_G1,18317_G3,18317_G5,18317_G8,18317_G9,19915_B12,19915_B3,19915_B4,19915_B7,19916_C11,19916_C3,19916_C4,19916_C6,19916_C7,19917_D2,19917_D4,19917_D5,20027_B1,20033_A4,20033_A6,20034_B9,20038_F9,20039_A11,20039_A12,20039_A2,20039_A3,20039_A6,20039_A7,20040_B10,20040_B3,20040_B5,20040_B7,20040_B8,20041_C10,20041_C11,20041_C12,20041_C4,20041_C5,20041_C6,20041_C7,20041_C9,20042_D1,20042_D3,20042_D6,20042_D7,20044_A1,20044_A11,20044_A2,20044_A3,20044_A4,20044_A6,20044_A9,20045_B1,20045_B10,20045_B11,20045_B12,20045_B2,20045_B4,20045_B9,20046_C1,20046_C10,20046_C11,20046_C12,20046_C2,20046_C3,20046_C6,20046_C9,20047_D1,20047_D10,20047_D12,20047_D2,20047_D3,20047_D4,20047_D9,20048_E1,20048_E2,20048_E3,20048_E4,20048_E6,20048_E9,20049_F1,20049_F2,20049_F4,20049_F5,20049_F7,20049_F8	1,24,250

