	15019	15020	15084	15085	16111	16112	16134	16135	16930	16931	17298
35	23992.0943621	23330.6951272	22875.1252833	22331.6356447	22734.1480595	22860.7598525	25771.8097304	24505.8919899	22544.9661889	22033.6966024	24288.2860307
36	24078.1321542	23376.8366894	22848.3672324	22323.109764	22812.3535772	22908.8695095	25813.9350253	24540.1951719	22582.102883	22077.4945529	24477.1638706
37	24310.6658048	23597.9129039	22991.7260021	22419.7197717	23075.3840074	23153.3732246	26142.7107636	24786.8068755	22829.0253061	22286.7094512	25008.5405637
38	24355.3310652	23670.7180038	23041.2496631	22458.438077	23103.7231037	23165.1907393	26148.3066202	24766.0447807	22861.3211149	22272.8968359	25109.3954191
39	24358.5436452	23658.149675	23132.9155406	22525.5015089	23056.6500148	23120.9779921	26244.6361639	24790.6109026	22853.5619121	22251.1123312	25097.4414906
40	24726.4075673	23993.8388797	23388.3211548	22777.1460542	23278.4469422	23343.7081866	26399.8853029	24913.1519313	23108.6014674	22505.9933567	25434.5645503
41	24850.1884266	24102.2437692	23572.4856824	22924.8522952	23345.3195164	23401.3798171	26475.36344	24954.9911526	23183.8945771	22587.1599515	25420.0401948
42	25043.6173569	24289.6536519	23843.3080183	23140.6165745	23517.4833472	23558.4537195	26604.7835266	25150.9349812	23338.3222804	22671.0902695	25537.382877
43	24599.0391497	23860.8724925	23621.5754176	22905.3291542	23109.8286843	23141.9478367	26253.3657835	24838.751307	22901.3099546	22230.4881061	25016.7548169
44	24725.2819412	23941.484334	23733.6680865	22979.7036794	23127.887969	23143.10835	26135.5962455	24736.7704725	22910.0286072	22270.4285071	25007.2251381
45	24967.2608806	24171.9563814	24022.169989	23285.1598808	23273.1550147	23304.1184585	26476.2075841	24990.7892432	23092.254949	22466.3455709	25123.9845959
46	25123.6791317	24289.5402109	24275.1131123	23527.0669009	23388.0157473	23408.0058457	26653.3052755	25112.6234069	23183.290971	22519.7386509	25362.7238773
47	25626.349502	24736.0391309	24583.8723813	23847.3824279	23629.5344205	23645.9010613	26726.4350285	25265.2682888	23490.5042812	22843.030038	25786.3281046
48	25653.4606291	24733.7692842	24502.1932002	23767.74372	23616.1381508	23630.89394	26649.047076	25214.7418071	23465.3097098	22850.5568266	25875.6768053
49	25893.904754	24939.4388981	24672.9974574	23975.0672691	23834.8145923	23864.5783473	26839.8355771	25420.45975	23611.4117351	22992.9677423	26068.032819
50	26256.2460197	25272.1287399	24836.0068288	24132.3331198	24064.0858338	24101.3264597	26917.7135264	25500.1243755	23828.0971213	23212.481051	26388.871247
51	26185.9841965	25210.0491944	24867.1172226	24177.3525221	24059.6904316	24138.9338122	26947.9053319	25604.95803	23799.681536	23185.0780721	26298.9422402
52	26123.1730105	25211.377047	24923.2451097	24282.5447565	24101.3452813	24246.7718034	27051.6667215	25754.0637138	23864.9084293	23215.6584695	26200.1161625
53	25922.3698058	25068.0539697	24966.4992683	24329.7453471	24089.3390686	24248.6490023	27013.7332295	25760.0000414	23861.3107166	23241.5734242	26012.2693761
54	26062.9851434	25181.5626332	25419.2065338	24708.0122971	24376.3770035	24516.4109995	27506.7237552	26220.3550941	23991.7433381	23356.2907231	26156.6918286
55	26013.6603749	25118.1590419	25397.9383339	24676.3389794	24414.281582	24528.5567185	27558.8445912	26198.4969741	24036.6310054	23369.7715625	26185.6574648
56	25769.1039897	24840.4731285	25071.7446642	24380.48705	24157.0021465	24282.9435802	27329.8792097	25890.7981124	23804.7644604	23087.4523737	26028.7385341
57	25608.3354829	24673.8912904	24875.6134456	24161.8194203	24077.1083497	24205.7562544	27425.5016062	25946.9435364	23650.2197894	22918.6641701	26030.682296
58	25568.5939218	24670.2110091	24848.1140643	24114.8801769	24053.2519975	24165.5853813	27448.2831505	25956.9007116	23544.3888074	22785.9812734	26020.7410092
59	25686.2064722	24765.4008995	25184.683668	24392.8776071	24218.3005743	24338.6136557	27642.3512341	26202.5695441	23644.4306562	22812.0353815	26082.6666685
60	25845.6856563	24925.9562851	25384.7174887	24542.9345151	24365.9492363	24450.7942378	27877.0564018	26400.9574706	23794.6068437	22952.2104518	26360.6872458
61	25885.8799491	24947.228514	25488.9770254	24632.0157977	24421.7785507	24461.6464263	27836.366941	26409.5832627	23820.3627469	23017.6587895	26401.7204714
62	26156.1337006	25194.0104853	25720.9987749	24871.654398	24567.5716774	24625.3683092	27882.489662	26462.0825976	23970.3582835	23237.5301777	26650.1965572
63	26592.6611148	25554.5650956	26165.9100101	25313.7366956	24866.0643746	24878.1569352	27950.0852837	26628.4840105	24248.0799346	23498.8627478	26932.0946468
64	26710.4890574	25649.9617643	26354.0815508	25522.8246174	24897.2131243	24884.0198246	27868.4115651	26597.3366206	24266.767675	23500.7688258	26892.7218209
65	27217.4036891	26124.5835281	26903.1180081	26062.4173097	25235.6244503	25223.6849336	28186.7189542	26943.6035394	24524.0257117	23806.3767023	27199.2994212
66	27304.3386243	26230.4469864	27002.4380256	26144.1338497	25282.8097966	25297.5212657	28296.88024	27051.999065	24585.2456358	23832.6738752	27191.5429067
67	27196.2696559	26145.0762977	27008.4292066	26126.9181804	25286.6013277	25314.3138375	28503.1508454	27194.9047038	24609.7351475	23828.7764316	27150.1126082
68	27009.9856163	25958.0341711	26845.2837208	25995.294546	25195.0854498	25225.7830894	28493.898539	27137.1310013	24517.783388	23759.304427	27012.2941301
69	26762.6875784	25733.7549081	26489.3973203	25633.0021152	24951.3976879	24998.4765087	28246.313974	26866.2478251	24331.9368973	23527.932093	26892.5691527
70	26944.1045914	25940.3538578	26718.7348317	25833.4438606	25104.9179968	25147.2035659	28353.978061	26953.3181786	24514.9537934	23681.971983	27081.1802507
71	26867.7174089	25846.4228349	26570.3085269	25680.2184277	24922.7014765	24945.2063859	28159.0537913	26764.6102737	24395.625375	23616.2291611	27051.9364204
72	26853.3053247	25789.1741156	26412.6091633	25547.3750913	24746.2499836	24774.0833791	27747.4656629	26423.9818609	24254.1846053	23521.2552378	27032.5275026
73	27261.6686868	26139.4544633	26898.2902156	25983.3553124	24996.5270543	25080.4593572	27927.3211246	26683.4842745	24515.1979353	23812.9022963	27444.8188847
74	27777.6158648	26630.1022512	27377.9693602	26471.922154	25330.8407092	25449.5830896	28334.8563988	27086.7945322	24875.501396	24206.2481566	27870.1774934
75	28144.4673163	26962.7010684	27818.5874889	26893.9599513	25715.6111195	25776.1934443	28650.0217336	27424.0100004	25191.8457286	24509.3385049	28128.9401191
76	28348.2076566	27135.1045349	28046.5139691	27064.3788805	25860.4183293	25893.0637875	28679.8381754	27578.0936137	25361.1363638	24670.6411261	28163.8948758
77	28117.9096646	26964.4107468	27903.2195271	26919.5762136	25720.1337101	25688.6242946	28472.7634367	27400.2597514	25228.6407349	24498.3880673	27754.7251987
78	28145.5795587	26990.3246153	27937.9223255	26973.4052648	25770.671676	25735.9167973	28399.2746212	27435.8592619	25233.8959294	24509.8968991	27728.0572822
79	28440.8519338	27250.710289	28145.3304731	27196.3326066	25978.0243692	25918.2387869	28540.7703386	27630.9554629	25392.9388559	24675.6886309	27825.7128828
80	28967.9514561	27675.3422432	28686.9301665	27660.0935129	26341.1847974	26239.9639245	28776.0520594	27950.4647677	25791.0708345	25046.1498006	28063.7000056
81	29526.9092541	28211.6011484	29198.6885813	28128.0316356	26868.6628731	26701.9034826	28990.4145928	28262.8959682	26266.1476485	25585.0164856	28472.5860166
82	30166.1648621	28802.4251911	29971.0101054	28834.1062404	27521.541194	27231.8964153	29565.5643732	28982.6081304	26794.4049313	26202.2483788	29097.9398528
83	30513.6858873	29082.5408388	30625.491945	29414.3513794	27926.6872973	27603.5334728	30002.3418934	29531.0466734	27060.5109562	26477.1443543	29273.4565118
84	30790.2522969	29345.0758869	31030.9888243	29775.3194347	28039.2057951	27752.1962519	30228.3679072	29828.6569168	27194.4829395	26627.1248791	29456.2614356
85	30728.7565205	29342.3627984	31170.8806985	29882.2985382	28035.2095602	27795.4374898	30274.2322403	29824.6186144	27157.8692321	26533.6488241	29393.0934712
86	30492.038071	29160.8883394	31052.7100953	29750.0009813	27854.7798848	27608.8177727	30053.6172032	29573.8828308	26912.750828	26296.9467556	29123.396466
87	30099.1746053	28785.2392945	30414.9699582	29198.6958469	27400.9802133	27135.3170191	29475.1888705	28995.8757375	26463.4892094	25854.4300786	28703.1962315
88	29603.6077168	28330.4758227	30030.1341331	28803.2036003	26965.708983	26738.2870092	28985.5973072	28561.0563238	26048.6389824	25426.6074225	28223.7416696
89	29321.9583892	28081.6112769	29882.0123668	28673.9698004	26705.9716196	26433.188798	28492.5996914	28162.1431687	25723.5433187	25117.8102914	27837.2880336
90	28902.6440415	27681.8304683	29621.8828164	28417.6424338	26254.2230355	25959.9279824	27851.5169013	27648.9234567	25284.8670655	24694.3954782	27160.6299105
91	28946.7855112	27702.9861112	29805.0760122	28609.2436769	26245.0311059	25917.1113089	27653.4641641	27590.36969	25166.0525044	24611.9462124	26815.0019723
92	28357.3112522	27137.9330926	29325.8804359	28118.4382259	25525.4401292	25132.7755984	26601.7762376	26649.9490314	24551.1199932	24022.8774051	25829.859757
93	27619.7371674	26400.6421433	28769.6271918	27553.0107465	24731.970513	24309.780636	25453.7012848	25684.4148343	23915.931531	23443.306548	24849.9877495
94	26422.8791318	25274.6500154	27807.2948981	26654.7588743	23570.420163	23110.2602261	24035.0967867	24456.6611914	22927.1456838	22519.6395097	23452.0642149
95	24472.2849987	23450.7919565	26158.4463368	25103.3262491	21722.9670349	21233.4599485	21979.974577	22562.0767025	21211.5335315	20824.9517328	21246.7275057
96	22037.9712909	21206.3564335	24020.092773	23052.2631557	19421.1025308	18940.9853744	19536.1217893	20295.3268449	19098.7477365	18756.46126	18452.9835024
97	18640.0491323	17963.4609511	20486.5092628	19698.1785141	16099.0703626	15674.3384436	15844.9780018	16703.1446313	16174.3345499	15925.3830973	14847.9844731
98	13678.0952496	13251.917477	15216.8858359	14655.7203261	11512.0120168	11158.0019667	11100.6976599	11896.2722912	11950.7230493	11853.2047698	10220.1882286
99	4718.96375636	4555.1791911	5117.71472132	4981.39937593	3403.86824046	3299.33068723	3215.05558664	3537.63808568	3704.21609186	3780.93923944	3146.75734814
