	17327_A2	17327_A3	17327_A4	17327_A5	17327_A7	17327_A8	17327_A9	17327_A10	17327_A11	17327_A12	17328_B1	17328_B4	17328_B5	17328_B6	17328_B8	17328_B11	17328_B12	17329_C1	17329_C2	17329_C5	17329_C6	17329_C7	17329_C8	17329_C9	17329_C10	17330_D1	17330_D2	17330_D3	17330_D4	17330_D5	17330_D8	17331_E1	17331_E2	17331_E3	17331_E6	17331_E7	17331_E9	17332_F2	17332_F9	17333_G1	17333_G3	18042_A1	18042_A2	18042_A3	18042_A5	18042_A6	18042_A7	18042_A8	18042_A9	18042_A11	18043_B1	18043_B2	18043_B3	18043_B4	18043_B5	18043_B6	18043_B7	18043_B8	18043_B9	18043_B10	18043_B11	18043_B12	18044_C1	18044_C2	18044_C3	18044_C4	18044_C5	18044_C6	18044_C7	18044_C8	18044_C9	18044_C10	18044_C12	18045_D1	18045_D4	18045_D5	18045_D7	18045_D8	18045_D10	18045_D12	18046_E1	18046_E2	18046_E3	18046_E6	18046_E7	18046_E8	18046_E10	18047_F1	18047_F2	18047_F3	18047_F4	18047_F5	18047_F6	18047_F7	18047_F8	18047_F9	18047_F10	18047_F11	18047_F12	18048_G1	18048_G2	18048_G3	18048_G4	18048_G5	18048_G6	18048_G7	18048_G8	18048_G11	18048_G12	18049_H1	18049_H2	18049_H3	18049_H4	18049_H6	18049_H7	18049_H8	18049_H9	18049_H10	18049_H11	18087_F1	18087_F2	18087_F3	18087_F4	18087_F5	18087_F7	18087_F10	18087_F11	18087_F12	18088_G1	18088_G2	18088_G3	18088_G5	18088_G6	18088_G7	18088_G8	18088_G9	18088_G10	18088_G11	18088_G12	18089_H1	18089_H2	18089_H3	18089_H4	18089_H5	18089_H6	18089_H7	18089_H8	18089_H9	18089_H10	18089_H11	18251_A1_mm10	18251_A3_mm10	18251_A4_mm10	18251_A5_mm10	18251_A6_mm10	18251_A7_mm10	18251_A8_mm10	18251_A10_mm10	18251_A11_mm10	18251_A12_mm10	18252_B1_mm10	18252_B2_mm10	18252_B3_mm10	18252_B4_mm10	18252_B5_mm10	18252_B8_mm10	18252_B9_mm10	18252_B10_mm10	18252_B11_mm10	18252_B12_mm10	18253_C1_mm10	18253_C3_mm10	18253_C4_mm10	18253_C6_mm10	18253_C7_mm10	18253_C8_mm10	18253_C9_mm10	18253_C10_mm10	18253_C11_mm10	18253_C12_mm10	18254_D1_mm10	18254_D2_mm10	18254_D3_mm10	18254_D4_mm10	18254_D6_mm10	18254_D7_mm10	18254_D8_mm10	18254_D9_mm10	18254_D10_mm10	18254_D12_mm10	18255_E1_mm10	18255_E2_mm10	18255_E3_mm10	18255_E4_mm10	18255_E5_mm10	18255_E6_mm10	18255_E7_mm10	18255_E8_mm10	18255_E10_mm10	18255_E11_mm10	18255_E12_mm10	18256_F1_mm10	18256_F2_mm10	18256_F3_mm10	18256_F4_mm10	18256_F6_mm10	18256_F7_mm10	18256_F11_mm10	18257_G2_mm10	18257_G3_mm10	18257_G4_mm10	18257_G6_mm10	18257_G7_mm10	18257_G8_mm10	18257_G9_mm10	18258_A1_mm10	18258_A2_mm10	18258_A3_mm10	18258_A5_mm10	18258_A6_mm10	18258_A7_mm10	18258_A8_mm10	18258_A9_mm10	18258_A10_mm10	18258_A11_mm10	18258_A12_mm10	18259_B1_mm10	18259_B2_mm10	18259_B3_mm10	18259_B4_mm10	18259_B5_mm10	18259_B6_mm10	18259_B7_mm10	18259_B9_mm10	18259_B10_mm10	18259_B11_mm10	18259_B12_mm10	18260_C1_mm10	18260_C3_mm10	18260_C4_mm10	18260_C5_mm10	18260_C7_mm10	18260_C8_mm10	18260_C9_mm10	18260_C10_mm10	18260_C12_mm10	18261_D1_mm10	18261_D2_mm10	18261_D4_mm10	18261_D6_mm10	18261_D7_mm10	18261_D8_mm10	18261_D9_mm10	18261_D10_mm10	18261_D11_mm10	18261_D12_mm10	18262_E1_mm10	18262_E2_mm10	18262_E3_mm10	18262_E5_mm10	18262_E6_mm10	18262_E7_mm10	18262_E8_mm10	18262_E9_mm10	18262_E10_mm10	18262_E11_mm10	18262_E12_mm10	18263_A2_mm10	18263_A3_mm10	18263_A5_mm10	18263_A6_mm10	18263_A7_mm10	18263_A8_mm10	18263_A9_mm10	18263_A10_mm10	18263_A11_mm10	18264_B1_mm10	18264_B2_mm10	18264_B5_mm10	18264_B6_mm10	18264_B7_mm10	18264_B9_mm10	18264_B10_mm10	18264_B11_mm10	18264_B12_mm10	18265_C1_mm10	18265_C2_mm10	18265_C3_mm10	18265_C5_mm10	18265_C6_mm10	18265_C7_mm10	18265_C8_mm10	18265_C9_mm10	18265_C11_mm10	18265_C12_mm10	18266_D2_mm10	18266_D3_mm10	18266_D4_mm10	18266_D5_mm10	18266_D7_mm10	18266_D8_mm10	18266_D9_mm10	18266_D10_mm10	18266_D11_mm10	18266_D12_mm10	18267_E1_mm10	18267_E2_mm10	18267_E5_mm10	18267_E7_mm10	18267_E8_mm10	18267_E11_mm10	18267_E12_mm10	18268_F2_mm10	18268_F4_mm10	18268_F5_mm10	18268_F6_mm10	18268_F9_mm10	18268_F10_mm10	18268_F11_mm10	18269_G1_mm10	18269_G2_mm10	18269_G3_mm10	18269_G4_mm10	18269_G5_mm10	18269_G7_mm10	18269_G8_mm10	18269_G9_mm10	18269_G10_mm10	18269_G11_mm10	18270_A1_mm10	18270_A2_mm10	18270_A3_mm10	18270_A4_mm10	18270_A5_mm10	18270_A6_mm10	18270_A7_mm10	18270_A9_mm10	18270_A10_mm10	18270_A11_mm10	18270_A12_mm10	18271_B1_mm10	18271_B2_mm10	18271_B3_mm10	18271_B4_mm10	18271_B5_mm10	18271_B6_mm10	18271_B7_mm10	18271_B8_mm10	18271_B9_mm10	18271_B10_mm10	18271_B11_mm10	18271_B12_mm10	18272_C1_mm10	18272_C2_mm10	18272_C3_mm10	18272_C4_mm10	18272_C5_mm10	18272_C8_mm10	18272_C9_mm10	18272_C10_mm10	18272_C11_mm10	18272_C12_mm10	18273_D1_mm10	18273_D2_mm10	18273_D3_mm10	18273_D4_mm10	18273_D5_mm10	18273_D6_mm10	18273_D8_mm10	18273_D9_mm10	18273_D11_mm10	18273_D12_mm10	18274_E1_mm10	18274_E2_mm10	18274_E3_mm10	18274_E4_mm10	18274_E5_mm10	18274_E7_mm10	18274_E8_mm10	18274_E9_mm10	18274_E10_mm10	18274_E11_mm10	18274_E12_mm10	18275_F1_mm10	18275_F3_mm10	18275_F4_mm10	18275_F6_mm10	18275_F9_mm10	18275_F11_mm10	18275_F12_mm10	18276_G1_mm10	18276_G3_mm10	18276_G4_mm10	18276_G7_mm10	18276_G9_mm10	18311_A1_mm10	18311_A2_mm10	18311_A6_mm10	18311_A7_mm10	18311_A8_mm10	18311_A9_mm10	18311_A10_mm10	18311_A12_mm10	18312_B1_mm10	18312_B2_mm10	18312_B6_mm10	18312_B8_mm10	18312_B9_mm10	18312_B10_mm10	18312_B11_mm10	18312_B12_mm10	18313_C2_mm10	18313_C3_mm10	18313_C4_mm10	18313_C6_mm10	18314_D6_mm10	18314_D8_mm10	18314_D9_mm10	18314_D10_mm10	18314_D11_mm10	18314_D12_mm10	18315_E10_mm10	18316_F2_mm10	18316_F3_mm10	18316_F6_mm10	18316_F7_mm10	18316_F8_mm10	18316_F9_mm10	18317_G1_mm10	18317_G2_mm10	18317_G5_mm10	18317_G6_mm10	18317_G10_mm10
0	1304.52383473	1773.71313032	2159.75758068	2400.73651287	2045.69962097	1735.43109264	1885.75691061	1775.30265706	1151.28587035	1051.14823149	1240.32583304	2163.51530554	2845.91332647	2459.1303456	2159.77198306	1042.83528893	954.672230867	1461.06377671	1908.57311383	2759.22384681	2412.46563582	2439.98340831	1984.40837561	2091.31150264	1850.95419306	1606.23010456	2566.08226576	2709.66111953	2934.12741966	2648.00025384	2631.2220581	1672.87305794	2231.22546031	3396.04139088	3016.87596259	2830.3399733	3200.74731627	1734.01237236	2718.6337301	1379.0206669	1641.86593755	1610.3100622	1218.36448082	1579.76634499	1855.47613522	1596.90639116	1652.07119871	1506.59015809	1395.58851023	1042.64140773	1131.06278581	1361.00218876	1499.74059719	2060.42375008	2167.06157773	1449.9368975	1480.30051861	1460.19838572	1423.670117	1250.4392982	997.52278994	875.402229428	1273.25329918	1568.98252465	1824.8082223	1723.62019085	1955.38794437	1534.75226801	1597.79028111	1340.93764699	1489.04325186	1566.32384243	970.51209884	1446.93282814	2539.3640219	2389.69906671	2185.39516495	1906.53477453	2140.84917375	1004.86651326	1373.86829901	1540.92756733	2655.49294647	2318.01107732	2399.47932262	2284.62822584	2076.94630472	1140.35356828	1283.90485556	1420.32564363	1515.54230679	1555.81066938	1445.24788124	1543.34660089	1578.02759187	1615.64441676	1356.9971722	951.359164045	1024.37662324	937.282271154	1012.07112847	1114.67054534	1261.13134196	1405.92177883	1315.8177097	1392.83065649	1253.45683137	937.222081963	899.4998296	1151.04278423	1658.75477761	1427.85644181	1620.59951367	1694.47478308	1758.78879225	1750.44065241	1810.94282703	1759.646516	1227.87295195	2376.92777133	2453.25585309	3166.19642435	4014.91088196	4210.04205939	4127.56320467	4743.39498531	2960.73633414	2867.71380002	2830.70024521	2971.61278629	3386.97244791	3821.02346799	3738.0103181	3686.85564207	3857.31145696	3527.44642791	3885.07460774	2788.94912495	2413.5513461	2673.62342041	2935.37069148	3069.56792389	4632.21291352	3959.38981127	4196.91905649	4663.26786312	5030.44809294	4399.15775131	3950.16350525	3062.63758975	3493.32795433	3011.96446145	3340.66728563	3233.29102312	2910.07259542	2873.90816537	3151.23073494	3031.82720034	3298.59173767	3484.27476199	3650.69578102	3307.70160491	4735.70655249	3460.6796536	3416.15721355	3106.66644742	3376.38431439	4482.92694547	3104.99978236	3305.27208328	3555.54740356	3026.20325037	3346.27910928	3229.42444619	2977.34643164	3310.5868278	3054.64413488	3182.80746171	3717.33391156	3328.02375696	3278.5817676	2988.69276325	2886.50684168	3205.76921876	4498.6525554	3386.74169323	3367.25115928	2786.95145862	2944.50600681	2947.52586577	3064.98444625	3230.31547481	2958.5580012	3056.6599265	3083.35828574	3115.0682399	3136.03470431	3068.67963975	3093.08714262	2893.40092659	2971.01860191	6822.87730416	6228.60223106	6395.00117364	6937.26102777	7070.28310975	7190.43083808	7605.83494317	6659.93134185	8046.71441535	6941.94822507	6801.40150023	6498.80557749	5870.73336038	6885.92381223	2177.6146296	1403.98628764	1179.8859923	1271.0787355	1325.07115041	1566.19369034	1708.5294896	1603.40574657	1650.49686256	1592.66485341	1559.65553492	1894.58255778	1433.52849435	2239.49703306	1446.9054655	1682.80843296	1538.75079443	1323.277102	2000.87859347	1834.89157619	1761.82396935	2037.24673193	2169.06945718	1477.53537528	1403.20117899	1713.93048843	1221.09738192	1362.29690571	1592.13721206	1467.71803387	1794.36457906	1499.72371482	1485.23213272	1278.35027593	1398.86969123	1407.21257592	1517.83350687	1702.99266695	1270.36162129	1460.55086561	1909.92899985	3488.09531372	2434.43869928	2763.37863346	3157.93331783	2809.05130891	2975.94380996	2457.48508348	3226.84957857	2830.89583085	2793.66049137	2919.90321412	1932.9427586	2252.18971996	1483.84194904	2155.72871016	2280.96752937	2160.43037292	1796.0051877	2851.28671988	2570.9553668	2501.38095324	1842.51995989	1412.32296635	1608.3004437	1661.00821317	1569.38095158	1262.63823455	1675.35807813	2225.93011048	2217.58789671	1705.77199215	1714.98822845	1572.78803554	1274.06068826	1753.68596826	1464.69984965	2279.77595004	2123.06372148	1768.78782843	1755.55325371	1713.29383149	1396.96576465	1184.14540117	1322.69202192	1315.96400502	1503.56029165	1826.15769644	1422.84068267	1491.41910612	2692.09089371	3986.10728626	2787.63092545	3224.74840495	3263.38274776	2379.34488154	2578.607225	3593.23576295	3625.99014051	2664.59787321	2567.77939619	3202.67186078	3318.22546597	3100.79748779	3089.40509111	3620.1854902	3824.3285409	3963.14529178	3266.19356643	2707.17046612	2423.65255949	3053.46165561	4674.93387711	2829.39123988	3508.20678243	3488.57145734	3200.00576884	3031.6639117	3053.52296746	3811.18539492	3289.98394519	3445.35583012	3029.02545673	3159.32530138	3289.62304032	3266.29329451	3491.8708778	3278.81077284	3146.08089382	3056.25872964	3091.04226476	3412.58766307	3223.51438031	3202.14578802	3110.66516612	3400.50704703	3182.85456028	3474.97553416	3102.18346203	3178.39641846	3221.94661087	3284.94160276	7196.91234792	3106.79895037	3425.11875612	3321.25109509	3238.8874897	3256.20833867	3403.8484934	3319.08848196	3374.2863081	3050.24900185	3132.206925	3309.93845386	2972.52161285	3069.46706541	3129.1810111	3161.67430407	3176.25053335	3089.11458164	3400.20703934	3407.21716598	3170.418033	3132.89885622	3196.29241465	3108.54022073	3195.72214856	3124.64431867	3286.98909784	3049.59928084	3145.59628184	3082.88596135	3596.82309695	3200.85640975	3259.22302089	3420.15696096	3436.4157305	3050.94320756	3688.18312404	3578.69652389	1426.03822926	1449.33001843	1813.74048785	1704.54488468	1468.69782899	1355.76197665	1528.9487635	1655.76867045	1497.27605573	1463.57823749	1833.0670599	1538.10375412	1575.2027932	1408.78588851	1232.11249288	1201.4384039	1501.74293844	1567.60523241	2323.43224433	2128.12393788	2367.51374466	1781.1772495	2012.19065443	1959.38748345	1467.4038009	1335.35065418	1909.29131631	1183.05889658	1476.50863663	1734.47813649	1755.12641403	1860.38453949	1623.74969441	1449.08052597	1281.65301715	2008.14870336	1669.75432561	1179.84411168
1	2758.65242727	3520.33846232	4432.17532735	5023.04983036	4237.19740217	3629.88307603	3891.22511628	3649.08403346	2429.34386528	2262.29443132	2633.33095135	4486.78112852	5534.30412014	4837.30861417	4496.36213744	2293.87543	2161.90309077	2980.16091374	3814.59655142	5508.42664181	4935.24702922	4962.72486091	3977.92343311	4238.63514727	4089.65516089	3387.25396753	5080.72866402	5251.03105786	5868.7324114	5336.97373358	5233.67108109	3522.82725642	4555.63858017	6472.75816498	6003.42951088	5913.95623934	6031.88826897	3385.15907043	5250.37525016	2819.59935529	3175.93026146	3431.50784351	2605.56251623	3395.51591973	3997.50506567	3470.34604462	3508.28618028	3162.93260685	3099.8154562	2279.24312547	2540.99374829	2995.11823324	3211.8225982	4382.45712644	4373.56660258	3222.81978795	3133.30772528	3080.06851188	3030.06807872	2758.42778907	2209.83555329	1914.66116517	2660.76037221	3260.40533461	3841.69109099	3487.30411557	4014.83115013	3177.21834044	3341.39102225	2948.76407051	3222.86794899	3371.21078598	2182.2977416	3167.33511302	5207.10850124	5016.33726814	4640.30782721	3997.80387856	4487.08519394	2160.23237805	2930.42112545	3284.15749202	5319.7932721	4972.26900975	4886.60642619	4684.25616904	4385.80789859	2408.56659447	2648.1638119	3037.50034895	3318.0232837	3288.04443983	3083.21974818	3281.31215007	3343.0424238	3328.08389612	2903.38248584	2131.3819969	2258.8221846	2031.26187523	2208.18739226	2409.30123355	2759.65396271	2941.7953336	2768.84609924	2879.80937939	2734.39468907	2111.42898546	1992.28430645	2591.78994494	3612.3895113	3168.83046955	3491.17727643	3680.72180925	3854.34556359	3764.86800866	3801.32592047	3751.80658856	2673.48114525	4291.33663272	4701.38703649	5848.96345649	7048.49785157	7433.1215778	7416.10998602	8017.13303643	5443.57417209	5066.14139611	4754.20181101	5272.13311532	5733.73368712	6529.38264114	6585.89649722	6683.49029897	6955.50320969	6338.38423947	6462.72530874	4842.2439944	4450.27239736	4454.34731047	5364.61597418	5691.50622418	7999.94531798	7134.73721567	7302.5644731	8192.69111253	8778.66674995	7765.2804554	7152.42763712	5249.59452952	5960.7529833	5704.93752243	6147.53916413	6120.30693416	5425.93086703	5596.02799553	6008.22998102	5529.65311567	5568.19224031	6015.35092432	6222.1477867	5767.41733969	7767.44536776	6329.25809925	5948.90040453	5687.8663854	6118.83184961	6912.20023857	5899.83247819	5927.4597499	6320.11275447	5385.77542369	5830.11420043	5938.5741564	5607.67270745	6019.5423773	5716.89616216	5534.68427007	6290.18081798	5985.97017799	5892.97932177	5673.96064104	5281.62075471	5602.45216224	9930.6249512	5870.1572111	6148.66227997	5440.78347627	5811.08649625	5418.77249592	5666.3571001	6074.67260628	5342.51816578	5771.87132095	5731.59097203	5581.96345437	6060.21138375	5719.19581809	5670.4857266	5613.21449254	5581.22506883	11860.8468242	11304.6117485	11160.9909413	11443.4990933	11377.3732217	12139.7241135	12282.0334095	11333.3648176	13402.1250008	11218.6107758	11994.8935741	10977.9697226	10528.8451525	12599.9968781	4069.62545108	2677.67881197	2229.18353212	2553.60139041	2577.78307466	2790.66812397	3252.42755407	2990.60343333	3108.81804522	2913.40368018	2979.17700298	3289.85051665	2670.56841293	3943.69415107	2834.89642573	3118.14711616	2742.40772173	2596.40870165	3609.96749667	3267.50638199	3192.21197977	3655.23279782	3857.95534034	2873.84875295	2726.78973454	3203.6698315	2304.34879878	2602.25747447	2942.67701216	2826.70394439	3173.75232822	2934.97070853	2882.90652798	2524.60227397	2660.35785355	2655.8015051	2874.737633	3106.13950059	2434.44602781	2738.66201448	3359.37556066	5637.55909964	4160.76625485	5045.49377326	5123.06727946	4797.7532252	5034.53917071	3926.1854065	5265.17371152	4842.33249292	4584.92751178	4640.10180263	3327.1933087	3881.39168266	2933.54384568	3837.81447027	4021.63792792	3838.92318819	3197.56290497	4828.60283373	4344.67161231	4309.22256073	3422.57366934	2688.4636225	2829.60184768	3074.21825221	2975.12269548	2391.5170302	3039.51863752	3789.83432524	3837.34709726	3073.09815644	3246.05050792	2883.63631692	2455.94936663	3293.81009649	2686.25569213	3967.24352772	3772.23965686	3231.07950767	3186.48549465	3119.41695311	2699.76764938	2395.7182114	2493.47585426	2695.72422229	2880.23877614	3294.51038966	2729.28712668	2838.21059294	4432.32437048	6522.14136335	4491.93617606	5388.95317731	5195.23887156	4088.48646855	4224.01563471	5853.55184719	5695.42571994	4524.07329069	4148.71574692	4992.9129691	5130.9058083	4856.13989464	5084.19449773	5611.01585445	5752.9804006	6170.8214635	5225.00434006	4501.31555904	4113.24124134	4962.33946952	7191.49788636	4503.33569369	6228.18675011	6121.04072253	5764.51900418	6028.09677333	5931.37244601	6561.21785106	5867.97165659	5956.01493551	5717.91645413	5933.60533906	6105.65301307	5956.29612112	6301.33455716	5867.52467505	5588.97626113	5692.09512211	5714.96454224	5915.52726485	5792.01074059	5863.34101836	5787.13038822	6061.59377291	5815.03177115	6121.70673855	5221.51732942	5736.43671865	5898.94013264	5770.28093211	9706.56562386	5461.46872527	6190.48721598	5824.51234263	5872.28169465	5997.69163827	6065.33762002	5833.81549464	5948.2847477	5605.50987614	5837.4826957	5797.10462292	5377.92403403	5604.43312748	5649.61436066	5869.60568986	6033.87215231	5905.14027693	5926.43111964	5900.0718947	5870.41129644	5839.84669118	5624.91461618	5551.17954837	5633.96536522	5762.1001633	6219.42317371	5597.98558793	5826.03742258	6041.66247336	6226.09272595	6031.9344369	5845.13759379	6068.18127708	6151.33261129	5471.71527999	6332.38079977	6223.74793866	2739.56321369	2831.6927779	3409.81376776	3094.78481746	2684.91777238	2743.35874726	2949.01529338	3199.48368487	2844.39165158	2854.18982094	3565.66248204	2976.85704918	3071.78728353	2650.5242974	2397.60601851	2490.90993264	2942.61470112	3045.0829762	4273.50677739	3821.01046189	4727.28628153	3404.95352976	3807.31337154	3625.18899356	2895.83625717	2492.92411815	3646.26287877	2442.23378755	2744.6003148	3274.93573089	3322.5432921	3483.26465407	2999.40180882	2745.96626202	2386.80585496	3457.55964235	3147.79724119	2233.26896549
2	4254.98589863	5480.2997448	6631.81408571	7580.00590828	6384.5205207	5405.28262437	5844.38037058	5405.225026	3734.70320396	3680.74019327	4107.89462945	6701.33109246	7961.22822895	7102.83707914	6686.59686803	3667.65483177	3570.81226928	4635.56170461	5809.92960919	8087.78281547	7200.4912457	7366.02745629	5914.75778191	6399.10829736	6124.48979322	5211.70301024	7545.8320296	7742.12226402	8618.26375272	8094.46476582	7743.88746843	5332.36086339	6703.28917233	9479.15105325	8696.8814753	8605.18035077	8696.88268194	4910.70550181	7478.16367791	4309.07941773	4782.61213063	5271.81024672	4092.50782845	5171.38429079	6051.16065664	5222.10040214	5281.92857728	4699.15626428	4748.57153149	3576.79015993	4077.27885463	4565.27482258	4892.27592533	6421.48355376	6582.02792014	4977.11097692	4776.55896511	4743.59816086	4794.93021501	4234.38082741	3481.8213259	3282.6317853	4134.75357339	4795.80815354	5806.53026891	5257.98226656	6041.89798148	4780.909667	5176.12813827	4469.82035725	4705.2852527	5028.94675274	3618.83702962	4772.10810763	7791.8378216	7343.55446903	6841.57446528	6016.32777803	6595.65334249	3521.83690077	4572.64382381	4885.72762702	7846.47756525	7264.53253652	6993.02211107	6824.31845669	6603.74295456	3849.92509371	4198.34583076	4711.85734145	4925.95006035	4902.38961868	4579.03746733	4895.4082225	4981.37747192	5056.81219259	4354.55609753	3375.90840178	3683.4328191	3353.13148226	3640.47304538	3744.53299922	4214.75342487	4544.56046838	4215.79147853	4329.65977109	4284.69750983	3472.57150946	3304.56479647	4156.36183543	5523.61330567	4759.82620473	5319.70101541	5685.37189962	5812.9752396	5852.10393188	5905.23009505	5710.42665825	4191.86728214	6517.07642884	7243.41767625	8674.0618604	10037.1405559	10562.8457059	10560.7792597	11234.4816231	8006.9284749	7552.56274289	7119.38005141	7800.66994351	8418.17232436	9110.33478861	9307.23981022	9570.37705165	9823.55051415	8783.15708888	9138.1180003	7153.14819303	6730.22655904	6560.78204518	7739.31309923	8446.33313123	11067.3413264	10121.9417059	10191.7679309	11823.223449	12087.4177776	10839.337922	10277.1429263	7570.06673163	8485.26035678	8128.42186669	8611.62818188	8806.22635568	7818.59258641	8020.08994695	8344.67670308	8034.73901415	7917.2022568	8469.64202851	8765.2584047	8193.32036822	10639.5631394	8904.6650836	8757.33637917	8053.00472727	8321.13345439	9268.74628185	8328.81142707	8290.00413083	8785.48454585	7317.34324004	8106.16360119	8501.88019569	8019.13224257	8361.70888829	7834.70978785	7560.05384024	8772.88136738	8762.25744076	8480.38974779	7898.32538452	7600.42556521	7931.88807438	14515.6305812	8309.83524688	8597.98299248	7745.02434893	8333.35592672	7623.47188304	7590.14140907	8145.14077039	7667.65791588	8184.72387451	8174.11463798	7887.88602734	8582.65694624	7895.45595279	8250.65395222	7953.27544246	7890.61129635	15911.9853487	15711.1492376	15183.4715343	15462.9954071	15243.9031542	16268.1365443	16272.0927229	15273.6863073	17533.6001992	14419.8681939	16626.494667	14792.4900867	14552.70416	17530.5166635	5842.260275	4137.49627437	3589.55219409	4004.86815868	3957.08942847	4301.28131199	4776.00970975	4511.93725756	4659.85474949	4553.01716937	4651.27156093	4844.91355355	4266.53980767	5524.00474182	4409.18679409	4570.56401253	4091.8213576	3895.04701299	5344.82761157	4701.63044393	4713.08371555	5442.3217633	5632.62168109	4431.98013272	4178.5880581	4655.10671779	3561.04758647	3992.13922865	4468.25793549	4327.12480224	4745.7989534	4466.44408451	4361.9800863	3830.67012625	3817.40999575	3932.42233873	4235.08440863	4628.59033136	3737.03465716	4107.79083795	4965.71891053	8356.0607729	6224.51781788	7734.16531768	7599.05436707	7103.73341944	7472.50275424	5595.76963427	7689.35007619	7363.06797766	6766.24476849	7122.31761093	4874.03837094	5578.35980362	4367.08172449	5453.71677766	5810.1149886	5698.85741151	4827.04399814	6711.63272712	6181.50792681	6262.13482077	5169.75712339	4146.62546833	4263.13309594	4610.33983995	4453.41368227	3752.72271835	4619.40708218	5475.03272863	5546.23767894	4722.90508136	4774.8299123	4375.02608433	3800.29996857	4794.09077026	4129.8354889	5618.3104519	5490.64175663	4798.69886078	4764.37649575	4613.38453534	4118.42352154	3689.6702246	3935.28434707	4128.59198032	4288.14606484	4777.19175486	4253.66212878	4287.4198182	6813.86192756	9507.99697071	6687.8375077	7629.81638228	7420.21777202	6466.24712655	6477.8993023	8595.98829886	8100.37776961	6730.12798102	6071.48718351	7257.66400464	7387.6744099	7242.0869179	7707.01875871	8033.38999193	8437.82117799	8854.0236036	7684.4025573	6843.72281789	6402.05703229	7507.38364164	10137.8631002	6504.95689488	8715.45204158	8740.11771399	8147.41163251	8860.46963364	8490.02817769	9284.12636692	8379.0063402	8389.40100674	8319.7092866	8530.84449975	8820.17996047	8510.32717691	9024.0290049	8427.7200683	7998.52834584	8115.3890319	8152.41168581	8675.74095781	8344.79693377	8228.19273056	8409.49182503	8468.34680177	8424.66720117	8695.12687496	7843.51525479	8329.80591185	8699.11176392	8522.688472	14036.6295258	7815.3069432	8890.9276068	8373.15190626	8327.28756783	8717.63471597	8532.71496067	8184.06004425	8694.68384916	8199.61706069	8407.77289894	8265.74313538	7862.93574265	8418.50921551	7983.87628872	8357.69136783	8713.28851537	8625.03689897	8591.61520052	8430.42780327	8488.84744138	8236.82609133	8038.85760121	7905.04075182	8036.88739754	8339.57343327	8649.34752195	8238.39620243	8181.6895311	8746.51137601	8906.35733498	8462.05285462	8396.0984443	8447.80055606	9034.14912138	8041.66087975	8912.31500203	8953.381649	4168.78836992	4298.42610102	4925.9717323	4636.69608956	3888.83534964	4093.76296656	4265.38366038	4792.15062936	4296.26767437	4329.60270584	5223.38726651	4295.85707311	4510.27195766	3789.9113655	3580.86889824	3954.93926515	4444.47842856	4552.40487624	6032.10987366	5591.25252146	7028.85646438	5067.34164642	5544.98674928	5269.83049657	4290.84417795	3718.55138686	5308.20495105	3888.84395174	4209.25261576	4691.17519374	4842.85171072	5079.8684973	4568.77774414	4146.21174196	3639.11968824	5218.26387318	4640.12214844	3405.86396267
